Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
caps_bl_24b,survey_perception_substance_use,,radio,How distracting is this for you? ,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_24]='1',y,,,,,
caps_bl_24c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_24]='1',y,,,,,
caps_bl_25,survey_perception_substance_use,,yesno,Do you ever find that common smells sometimes seem unusually different? ,,,,,,,,y,,,,,
caps_bl_25a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_25]='1',y,,,,,
caps_bl_25b,survey_perception_substance_use,,radio,How distracting is this for you? ,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_25]='1',y,,,,,
caps_bl_25c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_25]='1',y,,,,,
caps_bl_26,survey_perception_substance_use,,yesno,Do you ever think that everyday things look abnormal to you? ,,,,,,,,y,,,,,
caps_bl_26a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_26]='1',y,,,,,
caps_bl_26b,survey_perception_substance_use,,radio,How distracting is this for you? ,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_26]='1',y,,,,,
caps_bl_26c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_26]='1',y,,,,,
caps_bl_27,survey_perception_substance_use,,yesno,Do you ever find that your experience of time changes dramatically? ,,,,,,,,y,,,,,
caps_bl_27a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_27]='1',y,,,,,
caps_bl_27b,survey_perception_substance_use,,radio,How distracting is this for you? ,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_27]='1',y,,,,,
caps_bl_27c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_27]='1',y,,,,,
caps_bl_28,survey_perception_substance_use,,yesno,Have you ever heard two or more unexplained voices talking with each other? ,,,,,,,,y,,,,,
caps_bl_28a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_28]='1',y,,,,,
caps_bl_28b,survey_perception_substance_use,,radio,How distracting is this for you? ,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_28]='1',y,,,,,
caps_bl_28c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_28]='1',y,,,,,
caps_bl_29,survey_perception_substance_use,,yesno,Do you ever notice smells or odors that people next to you seem unaware of? ,,,,,,,,y,,,,,
caps_bl_29a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_29]='1',y,,,,,
caps_bl_29b,survey_perception_substance_use,,radio,How distracting is this for you? ,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_29]='1',y,,,,,
caps_bl_29c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_29]='1',y,,,,,
caps_bl_30,survey_perception_substance_use,,yesno,Do you ever notice that food or drinks seem to have an unusual taste? ,,,,,,,,y,,,,,
caps_bl_30a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_30]='1',y,,,,,
caps_bl_30b,survey_perception_substance_use,,radio,"<div class=""rich-text-field-label""><p>How distracting is this for you?</p></div>","1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_30]='1',y,,,,,
caps_bl_30c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_30]='1',y,,,,,
caps_bl_31,survey_perception_substance_use,,yesno,Do you ever see things that other people cannot? ,,,,,,,,y,,,,,
caps_bl_31a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_31]='1',y,,,,,
caps_bl_31b,survey_perception_substance_use,,radio,<p>How distracting is this for you?</p>,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_31]='1',y,,,,,
caps_bl_31c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_31]='1',y,,,,,
caps_bl_32,survey_perception_substance_use,,yesno,Do you ever hear sound or music that people near you don't hear?,,,,,,,,y,,,,,
caps_bl_32a,survey_perception_substance_use,,radio,How distressing is this for you? ,"1, Not at all distressing | 2, Slightly distressing | 3, Somewhat distressing | 4, Regularly distressing | 5, Very distressing",,,,,,[caps_bl_32]='1',y,,,,,
caps_bl_32b,survey_perception_substance_use,,radio,<p>How distracting is this for you?</p>,"1, Not at all distracting | 2, Slightly distracting | 3, Somewhat distracting | 4, Regularly distracting | 5, Very distracting",,,,,,[caps_bl_32]='1',y,,,,,
caps_bl_32c,survey_perception_substance_use,,radio,How often does this happen? ,"1, Hardly happens at all | 2, Does not happen often | 3, Happens sometimes | 4, Happens regularly | 5, Happens all the time",,,,,,[caps_bl_32]='1',y,,,,,
substancesectioninfo,survey_perception_substance_use,"<div class=""rich-text-field-label""><p>Module: <a href=""https://en.wikipedia.org/wiki/List_of_psychedelic_drugs"">Serotonergic Psychedelic</a> Use</p></div>",descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">In this section, you will be asked about your substance use history.</span></p> <p><span style=""font-weight: normal;"">Some questions may seem repetitive at times. Please pay close attention and </span>make sure your responses are consistent across different questions<span style=""font-weight: normal;"">. Although this is the survey is focused on  <a href=""https://en.wikipedia.org/wiki/List_of_psychedelic_drugs"">serotonergic psychedelics</a>, we also need to asses people's lifetime history with other substances to understand the effect of just <a href=""https://en.wikipedia.org/wiki/List_of_psychedelic_drugs"">serotonergic psychedelics</a>.</span></p> <p><span style=""font-weight: normal;"">Please respond truthfully, as your answers will be kept strictly </span>confidential<span style=""font-weight: normal;""> and will not be shared with anyone outside of the research team.</span></p></div>",,,,,,,,,,,,,
psychedelicuse_lifetimetot,survey_perception_substance_use,"<em>Your Questionnaires Progress:</em></p> <div class=""progress"" style=""height: 15px; width: 50%;""><br>  <div class=""progress-bar"" style=""width: 20%;"" role=""progressbar"">20%</div> </div> <p> </p> <div style=""font-size: 8pt; font-family: cursive;""> </div> <p> </p></div>",text,"<div class=""rich-text-field-label""><p>How many times in your <span style=""font-size: 14pt;"">life</span> have you used <span style=""font-size: 12pt;""><a href=""https://en.wikipedia.org/wiki/List_of_psychedelic_drugs"">serotonergic psychedelics</a></span>? (LSD/acid, psilocybin/shrooms/magic mushrooms, mescaline/peyote, DOI, Ayahuasca, DMT, 5-MeO-DMT, etc see link for complete list) --</p> <p><em><span style=""font-weight: normal;"">This does </span><span style=""font-size: 12pt;"">NOT</span><span style=""font-weight: normal;""> include ibogaine, cannabis, salvia, MDMA/molly, ketamine, PCP, scopolamine or DXM/dextromethorphan!!!!!!</span></em></p></div>",,,number,,10000,,,y,,,,,
psyched_percent_vheavy,survey_perception_substance_use,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Of all the times you have used psychedelics, what </span>percent <span style=""font-weight: normal;"">of uses would you consider --<em> based on subjective criteria below</em> --</span> ""very heavy""<span style=""font-weight: normal;"">?</span><br /><br /><span style=""font-weight: normal;"">To help determine approximate strength, we have included LSD micrograms ""ug"" for different subjective experiences based on the following webpage below ""LSD dosages"": <a href=""https://healingmaps.com/lsd-dosage-guide/"" target=""_blank"" rel=""noopener"">https://healingmaps.com/lsd-dosage-guide/</a></span></p> <p><span style=""font-weight: normal;"">You may visit the page for a more detailed description of each dose effect. </span><br /><br /><br />Microdose <span style=""font-weight: normal;"">(20-30ug; barely detectable or ""threshold"" drug effect)</span><br />Low dose<span style=""font-weight: normal;""> (40-60ug; detectable but very mild drug effect; hallucinations barely present)</span><br />Medium dose<span style=""font-weight: normal;""> (90-250ug; full psychedelic effect; many hallucinations)</span><br />Heavy dose <span style=""font-weight: normal;"">(300-500ug; strong psychedelic effect)</span><br />Very heavy dose<span style=""font-weight: normal;""> (700ug+; out-of-body experiences and beyond)</span></p></div>",,,number,0,100,,[psychedelicuse_lifetimetot]>0,y,,,,,
psyched_percent_heavy,survey_perception_substance_use,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Of all the times you have used psychedelics, what </span>percent <span style=""font-weight: normal;"">of uses would you consider -- <em>based on subjective criteria below</em> -- ""</span>heavy<span style=""font-weight: normal;"">""?</span><br /><br /></p> <p><span style=""font-weight: normal;"">To help determine approximate strength, we have included LSD micrograms ""ug"" for different subjective experiences based on the following webpage below ""LSD dosages"": <a href=""https://healingmaps.com/lsd-dosage-guide/"" target=""_blank"" rel=""noopener"">https://healingmaps.com/lsd-dosage-guide/</a></span></p> <p><span style=""font-weight: normal;"">You may visit the page for a more detailed description of each dose effect.</span></p> <p><br /><br />Microdose <span style=""font-weight: normal;"">(20-30ug; barely detectable or ""threshold"" drug effect)</span><br />Low dose <span style=""font-weight: normal;"">(40-60ug; detectable but very mild drug effect; hallucinations barely present)</span><br />Medium dose<span style=""font-weight: normal;""> (90-250ug; full psychedelic effect; many hallucinations)</span><br />Heavy dose<span style=""font-weight: normal;""> (300-500ug; strong psychedelic effect)</span><br />Very heavy dose<span style=""font-weight: normal;""> (700ug+; out-of-body experiences and beyond)</span></p></div>",,,number,0,100,,[psychedelicuse_lifetimetot]>0,y,,,,,
psyched_percent_medium,survey_perception_substance_use,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Of all the times you have used psychedelics, what </span>percent <span style=""font-weight: normal;"">of uses would you consider --<em> based on subjective criteria below</em> -- ""</span>medium<span style=""font-weight: normal;"">""?</span><br /><br /><span style=""font-weight: normal;"">To help determine approximate strength, we have included LSD micrograms ""ug"" for different subjective experiences based on the following webpage below ""LSD dosages"": https://healingmaps.com/lsd-dosage-guide/</span><br /><br /><span style=""font-weight: normal;"">You may visit the page for a more detailed description of each dose effect. </span><br /><br />Microdose <span style=""font-weight: normal;"">(20-30ug; barely detectable or ""threshold"" drug effect)</span><br />Low dose<span style=""font-weight: normal;""> (40-60ug; detectable but very mild drug effect; hallucinations barely present)</span><br />Medium dose<span style=""font-weight: normal;""> (90-250ug; full psychedelic effect; many hallucinations)</span><br />Heavy dose<span style=""font-weight: normal;""> (300-500ug; strong psychedelic effect)</span><br />Very heavy dose<span style=""font-weight: normal;""> (700ug+; out-of-body experiences and beyond)</span></p></div>",,,number,0,100,,[psychedelicuse_lifetimetot]>0,y,,,,,
psyched_percent_low,survey_perception_substance_use,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Of all the times you have used psychedelics, what </span>percent <span style=""font-weight: normal;"">of uses would you consider --<em> based on subjective criteria below</em> -- ""</span>low<span style=""font-weight: normal;"">""?</span><br /><br /><span style=""font-weight: normal;"">To help determine approximate strength, we have included LSD micrograms ""ug"" for different subjective experiences based on the following webpage below ""LSD dosages"": https://healingmaps.com/lsd-dosage-guide/</span><br /><br /><span style=""font-weight: normal;"">You may visit the page for a more detailed description of each dose effect. </span><br /><br />Microdose <span style=""font-weight: normal;"">(20-30ug; barely detectable or ""threshold"" drug effect)</span><br />Low dose <span style=""font-weight: normal;"">(40-60ug; detectable but very mild drug effect; hallucinations barely present)</span><br />Medium dose<span style=""font-weight: normal;""> (90-250ug; full psychedelic effect; many hallucinations)</span><br />Heavy dose<span style=""font-weight: normal;""> (300-500ug; strong psychedelic effect)</span><br />Very heavy dose <span style=""font-weight: normal;"">(700ug+; out-of-body experiences and beyond)</span></p></div>",,,number,0,100,,[psychedelicuse_lifetimetot]>0,y,,,,,
psyched_percent_micro,survey_perception_substance_use,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Of all the times you have used psychedelics, what </span>percent <span style=""font-weight: normal;"">of uses would you consider to be -- <em>based on subjective criteria below</em> -- ""a </span>microdose<span style=""font-weight: normal;"">""?</span><br /><br /><span style=""font-weight: normal;"">To help determine approximate strength, we have included LSD micrograms ""ug"" for different subjective experiences based on the following webpage below ""LSD dosages"": https://healingmaps.com/lsd-dosage-guide/</span><br /><br /><span style=""font-weight: normal;"">You may visit the page for a more detailed description of each dose effect. </span><br /><br />Microdose <span style=""font-weight: normal;"">(20-30ug; barely detectable or ""threshold"" drug effect)</span><br />Low dose<span style=""font-weight: normal;""> (40-60ug; detectable but very mild drug effect; hallucinations barely present)</span><br />Medium dose<span style=""font-weight: normal;""> (90-250ug; full psychedelic effect; many hallucinations)</span><br />Heavy dose<span style=""font-weight: normal;""> (300-500ug; strong psychedelic effect)</span><br />Very heavy dose<span style=""font-weight: normal;""> (700ug+; out-of-body experiences and beyond)</span></p></div>",,,number,0,100,,[psychedelicuse_lifetimetot]>0,y,,,,,"##if the % of uses of each dose doesn't add to 100...
if ([psyched_percent_micro] + [psyched_percent_low] + [psyched_percent_medium] + [psyched_percent_heavy] + [psyched_percent_vheavy]) != 100
    
    #return i think you made an error
    Please dobule check your last few answers; the percentages must add up to 100"
